There were 22762 Peaks found from m/z=   168.97    to m/z=   914.56.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NEGATIVE ION MODE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Noise threshold: 0.011372        Peak threshold: 0.016245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Calibration parameters: A = 144218504.692816 , B = -434117778.324974 and Trap Plate Voltage = -1.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Center of Mass for the Assigned Window is   497.6126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 There were ,11328 odd peaks, and ,11434 even peaks,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peak Number,Mass,Rel. Abundance,RP,Kendrick Mass,Nom. Mass,Odd/Even,Nom. Z,KMD,Series Fit,DBE,Group,,Molecular Formula,,,,,,,,,,,,,,,,,
7527,675.62801,0.0389,471699.94,674.8737,675,0,-11,126,1096,8,,N1 O1 13C1 ,#, C,46,H,80,N,1,O,1,,,,,13C,1, ,,
7528,689.64364,0.0396,680510.6,688.8737,689,0,-11,126,1096,8,,N1 O1 13C1 ,#, C,47,H,82,N,1,O,1,,,,,13C,1, ,,
7529,511.38622,0.0716,403424.01,510.8153,511,0,-7,185,1097,0,,,No Hit,,,,,,,,,,,,,,,,,
7530,407.12888,0.0412,809899.21,406.6743,407,0,-13,326,1098,18,,O4 ,*, C,27,H,19,,,O,4,,,,,,,,,
7531,421.14446,0.0477,1001969.65,420.6743,421,0,-13,326,1098,18,,O4 ,*, C,28,H,21,,,O,4,,,,,,,,,
7532,701.45752,0.0715,213732.21,700.6744,701,0,-13,326,1098,18,,O4 ,*, C,48,H,61,,,O,4,,,,,,,,,
7533,693.52615,0.0715,319552.35,692.7519,693,0,-7,248,1099,0,,,No Hit,,,,,,,,,,,,,,,,,
7534,614.69883,0.0448,573337.95,614.0126,615,0,-2,-13,1100,0,,,No Hit,,,,,,,,,,,,,,,,,
7535,895.01194,0.0715,500663.24,894.0127,895,0,-2,-13,1100,0,,,No Hit,,,,,,,,,,,,,,,,,
7536,891.63077,0.0714,482939.31,890.6353,891,0,-5,365,1101,11,,N2 O1 S3 ,,C,55,H,91,N,2,O,1,S,3,,,,,,,
7537,352.65,0.0714,1114095.99,352.2563,353,0,-12,-256,1102,0,,,No Hit,,,,,,,,,,,,,,,,,
7538,693.49253,0.0714,240249.33,692.7183,693,0,-7,282,1103,10,,O4 S1 ,,C,44,H,69,,,O,4,S,1,,,,,,,
7539,689.51331,0.0714,488424.52,688.7435,689,0,-11,256,1104,0,,,No Hit,,,,,,,,,,,,,,,,,
7540,352.64626,0.0713,1092670.84,352.2525,353,0,-12,-253,1105,0,,,No Hit,,,,,,,,,,,,,,,,,
7541,589.39672,0.0713,616933.46,588.7387,589,0,-13,261,1106,2,,O5 S2 ,,C,32,H,61,,,O,5,S,2,,,,,,,
7542,911.66561,0.0713,125577.91,910.6478,911,0,-13,352,1107,4,,O5 S3 ,,C,53,H,99,,,O,5,S,3,,,,,,,
7543,863.20011,0.0712,334808.52,862.2364,863,0,-6,-236,1108,0,,,No Hit,,,,,,,,,,,,,,,,,
7544,291.16288,0.0478,323004.9,290.8378,291,0,-3,162,1109,0,,,No Hit,,,,,,,,,,,,,,,,,
7545,305.17849,0.059,1346166.4,304.8378,305,0,-3,162,1109,0,,,No Hit,,,,,,,,,,,,,,,,,
7546,319.19414,0.0641,1264630.21,318.8378,319,0,-3,162,1109,0,,,No Hit,,,,,,,,,,,,,,,,,
7547,333.20977,0.0712,1121682.74,332.8378,333,0,-3,162,1109,0,,,No Hit,,,,,,,,,,,,,,,,,
7548,361.24104,0.0664,1098281.41,360.8377,361,0,-3,162,1109,0,,,No Hit,,,,,,,,,,,,,,,,,
7549,375.25672,0.0709,1035949.77,374.8378,375,0,-3,162,1109,0,,,No Hit,,,,,,,,,,,,,,,,,
7550,389.27237,0.0587,839745.1,388.8378,389,0,-3,162,1109,0,,,No Hit,,,,,,,,,,,,,,,,,
7551,403.28803,0.0444,971661.72,402.8378,403,0,-3,162,1109,0,,,No Hit,,,,,,,,,,,,,,,,,
7552,417.30365,0.0474,906913.9,416.8378,417,0,-3,162,1109,0,,,No Hit,,,,,,,,,,,,,,,,,
7553,431.31931,0.0388,916022.69,430.8378,431,0,-3,162,1109,0,,,No Hit,,,,,,,,,,,,,,,,,
7554,357.26282,0.0427,975891.07,356.864,357,0,-7,136,1110,7,,N1 O2 13C1 ,#, C,22,H,34,N,1,O,2,,,,,13C,1, ,,
7555,371.27844,0.0476,1005256.63,370.8639,371,0,-7,136,1110,7,,N1 O2 13C1 ,#, C,23,H,36,N,1,O,2,,,,,13C,1, ,,
7556,385.29408,0.0425,918514.51,384.8639,385,0,-7,136,1110,7,,N1 O2 13C1 ,#, C,24,H,38,N,1,O,2,,,,,13C,1, ,,
7557,413.32539,0.0568,963112.2,412.8639,413,0,-7,136,1110,7,,N1 O2 13C1 ,#, C,26,H,42,N,1,O,2,,,,,13C,1, ,,
7558,427.34108,0.0605,832746.04,426.864,427,0,-7,136,1110,7,,N1 O2 13C1 ,#, C,27,H,44,N,1,O,2,,,,,13C,1, ,,
7559,441.35671,0.053,876504.39,440.864,441,0,-7,136,1110,7,,N1 O2 13C1 ,#, C,28,H,46,N,1,O,2,,,,,13C,1, ,,
7560,455.37236,0.0696,794564.17,454.864,455,0,-7,136,1110,7,,N1 O2 13C1 ,#, C,29,H,48,N,1,O,2,,,,,13C,1, ,,
7561,469.38798,0.0559,880944.57,468.8639,469,0,-7,136,1110,7,,N1 O2 13C1 ,#, C,30,H,50,N,1,O,2,,,,,13C,1, ,,
7562,483.40369,0.0573,692913.44,482.864,483,0,-7,136,1110,7,,N1 O2 13C1 ,#, C,31,H,52,N,1,O,2,,,,,13C,1, ,,
7563,497.41935,0.0579,791296.15,496.864,497,0,-7,136,1110,7,,N1 O2 13C1 ,#, C,32,H,54,N,1,O,2,,,,,13C,1, ,,
7564,511.43499,0.0663,728185.45,510.864,511,0,-7,136,1110,7,,N1 O2 13C1 ,#, C,33,H,56,N,1,O,2,,,,,13C,1, ,,
7565,525.45062,0.0592,728740.92,524.864,525,0,-7,136,1110,7,,N1 O2 13C1 ,#, C,34,H,58,N,1,O,2,,,,,13C,1, ,,
7566,539.46627,0.0707,673799.68,538.864,539,0,-7,136,1110,7,,N1 O2 13C1 ,#, C,35,H,60,N,1,O,2,,,,,13C,1, ,,
7567,553.4819,0.057,718004.61,552.864,553,0,-7,136,1110,7,,N1 O2 13C1 ,#, C,36,H,62,N,1,O,2,,,,,13C,1, ,,
7568,567.4975,0.0553,688260.98,566.8639,567,0,-7,136,1110,7,,N1 O2 13C1 ,#, C,37,H,64,N,1,O,2,,,,,13C,1, ,,
7569,581.51325,0.0481,565802.07,580.864,581,0,-7,136,1110,7,,N1 O2 13C1 ,#, C,38,H,66,N,1,O,2,,,,,13C,1, ,,
7570,595.52895,0.0712,616108.3,594.8641,595,0,-7,136,1110,7,,N1 O2 13C1 ,#, C,39,H,68,N,1,O,2,,,,,13C,1, ,,
7571,623.56035,0.0516,548713.34,622.8642,623,0,-7,136,1110,7,,N1 O2 13C1 ,#, C,41,H,72,N,1,O,2,,,,,13C,1, ,,
7572,637.57586,0.0424,575005.08,636.864,637,0,-7,136,1110,7,,N1 O2 13C1 ,#, C,42,H,74,N,1,O,2,,,,,13C,1, ,,
7573,651.59153,0.0468,520041.92,650.8641,651,0,-7,136,1110,7,,N1 O2 13C1 ,#, C,43,H,76,N,1,O,2,,,,,13C,1, ,,
7574,679.62284,0.0434,673913.45,678.8641,679,0,-7,136,1110,7,,N1 O2 13C1 ,#, C,45,H,80,N,1,O,2,,,,,13C,1, ,,
7575,749.70097,0.0419,445003.75,748.864,749,0,-7,136,1110,7,,N1 O2 13C1 ,#, C,50,H,90,N,1,O,2,,,,,13C,1, ,,
7576,533.45572,0.0712,696259.88,532.8601,533,0,-13,140,1111,0,,,No Hit,,,,,,,,,,,,,,,,,
7577,757.70606,0.0405,517262.63,756.8601,757,0,-13,140,1111,0,,,No Hit,,,,,,,,,,,,,,,,,
7578,462.82802,0.0711,343279.71,462.3113,463,0,-14,-311,1112,0,,,No Hit,,,,,,,,,,,,,,,,,
7579,845.18419,0.0711,159280.56,844.2406,845,0,-10,-241,1113,0,,,No Hit,,,,,,,,,,,,,,,,,
7580,445.1824,0.0413,905921.48,444.6854,445,0,-3,315,1114,19,,N1 S1 13C1 ,#, C,30,H,26,N,1,,,S,1,,,13C,1, ,,
7581,459.19809,0.0499,843794.27,458.6854,459,0,-3,315,1114,19,,N1 S1 13C1 ,#, C,31,H,28,N,1,,,S,1,,,13C,1, ,,
7582,487.22943,0.066,693418.86,486.6855,487,0,-3,315,1114,19,,N1 S1 13C1 ,#, C,33,H,32,N,1,,,S,1,,,13C,1, ,,
7583,501.24505,0.057,692338.67,500.6854,501,0,-3,315,1114,19,,N1 S1 13C1 ,#, C,34,H,34,N,1,,,S,1,,,13C,1, ,,
7584,515.26071,0.0609,676307.56,514.6854,515,0,-3,315,1114,19,,N1 S1 13C1 ,#, C,35,H,36,N,1,,,S,1,,,13C,1, ,,
7585,529.27638,0.0616,730510.35,528.6855,529,0,-3,315,1114,19,,N1 S1 13C1 ,#, C,36,H,38,N,1,,,S,1,,,13C,1, ,,
7586,543.29199,0.0541,682886.95,542.6854,543,0,-3,315,1114,19,,N1 S1 13C1 ,#, C,37,H,40,N,1,,,S,1,,,13C,1, ,,
7587,557.30768,0.0507,626438.05,556.6855,557,0,-3,315,1114,19,,N1 S1 13C1 ,#, C,38,H,42,N,1,,,S,1,,,13C,1, ,,
7588,571.32339,0.0557,686449.2,570.6855,571,0,-3,314,1114,19,,N1 S1 13C1 ,#, C,39,H,44,N,1,,,S,1,,,13C,1, ,,
7589,585.33904,0.0434,548238.61,584.6855,585,0,-3,314,1114,19,,N1 S1 13C1 ,#, C,40,H,46,N,1,,,S,1,,,13C,1, ,,
7590,599.35472,0.052,594277.26,598.6856,599,0,-3,314,1114,19,,N1 S1 13C1 ,#, C,41,H,48,N,1,,,S,1,,,13C,1, ,,
7591,613.37033,0.0553,618258.64,612.6855,613,0,-3,314,1114,19,,N1 S1 13C1 ,#, C,42,H,50,N,1,,,S,1,,,13C,1, ,,
7592,627.38599,0.0434,221967.42,626.6855,627,0,-3,314,1114,19,,N1 S1 13C1 ,#, C,43,H,52,N,1,,,S,1,,,13C,1, ,,
7593,641.40166,0.0414,663346.53,640.6856,641,0,-3,314,1114,19,,N1 S1 13C1 ,#, C,44,H,54,N,1,,,S,1,,,13C,1, ,,
7594,655.41723,0.0461,136097.19,654.6855,655,0,-3,315,1114,19,,N1 S1 13C1 ,#, C,45,H,56,N,1,,,S,1,,,13C,1, ,,
7595,669.43297,0.0497,586670.51,668.6856,669,0,-3,314,1114,19,,N1 S1 13C1 ,#, C,46,H,58,N,1,,,S,1,,,13C,1, ,,
7596,683.44853,0.0481,542257.4,682.6855,683,0,-3,315,1114,19,,N1 S1 13C1 ,#, C,47,H,60,N,1,,,S,1,,,13C,1, ,,
7597,697.46424,0.071,205739.63,696.6856,697,0,-3,314,1114,19,,N1 S1 13C1 ,#, C,48,H,62,N,1,,,S,1,,,13C,1, ,,
7598,767.54233,0.0406,496799.05,766.6854,767,0,-3,315,1114,19,,N1 S1 13C1 ,#, C,53,H,72,N,1,,,S,1,,,13C,1, ,,
7599,509.36087,0.0709,227835.2,508.7922,509,0,-9,208,1115,4,,N2 O1 S2 ,,C,29,H,53,N,2,O,1,S,2,,,,,,,
7600,521.35563,0.047,725847.32,520.7736,521,0,-11,226,1116,0,,,No Hit,,,,,,,,,,,,,,,,,
7601,535.37131,0.0556,679909.51,534.7736,535,0,-11,226,1116,0,,,No Hit,,,,,,,,,,,,,,,,,
7602,549.38683,0.0521,687717.16,548.7735,549,0,-11,227,1116,0,,,No Hit,,,,,,,,,,,,,,,,,
7603,563.40251,0.0682,585389.41,562.7735,563,0,-11,227,1116,0,,,No Hit,,,,,,,,,,,,,,,,,
7604,577.41819,0.0544,579841.03,576.7735,577,0,-11,226,1116,0,,,No Hit,,,,,,,,,,,,,,,,,
7605,591.43393,0.0575,644168.5,590.7736,591,0,-11,226,1116,0,,,No Hit,,,,,,,,,,,,,,,,,
7606,605.44958,0.0649,631731.42,604.7736,605,0,-11,226,1116,0,,,No Hit,,,,,,,,,,,,,,,,,
7607,619.46517,0.0709,682018.64,618.7736,619,0,-11,226,1116,0,,,No Hit,,,,,,,,,,,,,,,,,
7608,647.49648,0.0499,583443.92,646.7736,647,0,-11,226,1116,0,,,No Hit,,,,,,,,,,,,,,,,,
7609,661.51214,0.0448,648789.11,660.7736,661,0,-11,226,1116,0,,,No Hit,,,,,,,,,,,,,,,,,
7610,675.5278,0.056,593373.1,674.7736,675,0,-11,226,1116,0,,,No Hit,,,,,,,,,,,,,,,,,
7611,711.73578,0.0709,334159.2,710.9412,711,0,-3,59,1117,0,,,No Hit,,,,,,,,,,,,,,,,,
7612,619.39568,0.0709,347599.08,618.7042,619,0,-11,296,1118,0,,,No Hit,,,,,,,,,,,,,,,,,
7613,787.7327,0.0709,72240.49,786.8532,787,0,-11,147,1119,0,,,No Hit,,,,,,,,,,,,,,,,,
7614,657.15471,0.0708,640668.41,656.421,657,0,-2,-421,1120,0,,,No Hit,,,,,,,,,,,,,,,,,
7615,455.18455,0.0421,819491.46,454.6764,455,0,-7,324,1121,21,,N1 O2 13C1 ,#, C,31,H,24,N,1,O,2,,,,,13C,1, ,,
7616,483.21585,0.044,737147.68,482.6764,483,0,-7,324,1121,21,,N1 O2 13C1 ,#, C,33,H,28,N,1,O,2,,,,,13C,1, ,,
7617,539.27847,0.0422,630653.24,538.6764,539,0,-7,324,1121,21,,N1 O2 13C1 ,#, C,37,H,36,N,1,O,2,,,,,13C,1, ,,
7618,553.29414,0.0432,759787.26,552.6764,553,0,-7,324,1121,21,,N1 O2 13C1 ,#, C,38,H,38,N,1,O,2,,,,,13C,1, ,,
7619,595.34107,0.0455,612263.22,594.6764,595,0,-7,324,1121,21,,N1 O2 13C1 ,#, C,41,H,44,N,1,O,2,,,,,13C,1, ,,
7620,609.35689,0.0519,605810.44,608.6766,609,0,-7,323,1121,21,,N1 O2 13C1 ,#, C,42,H,46,N,1,O,2,,,,,13C,1, ,,
7621,623.37241,0.0414,639586.75,622.6764,623,0,-7,324,1121,21,,N1 O2 13C1 ,#, C,43,H,48,N,1,O,2,,,,,13C,1, ,,
7622,637.3881,0.0424,657090.73,636.6765,637,0,-7,324,1121,21,,N1 O2 13C1 ,#, C,44,H,50,N,1,O,2,,,,,13C,1, ,,
7623,651.40382,0.0437,456458.91,650.6766,651,0,-7,323,1121,21,,N1 O2 13C1 ,#, C,45,H,52,N,1,O,2,,,,,13C,1, ,,
7624,665.41941,0.0625,685359.69,664.6765,665,0,-7,324,1121,21,,N1 O2 13C1 ,#, C,46,H,54,N,1,O,2,,,,,13C,1, ,,
7625,679.43518,0.0563,471690.28,678.6766,679,0,-7,323,1121,21,,N1 O2 13C1 ,#, C,47,H,56,N,1,O,2,,,,,13C,1, ,,
7626,693.45076,0.0585,654026.95,692.6766,693,0,-7,323,1121,21,,N1 O2 13C1 ,#, C,48,H,58,N,1,O,2,,,,,13C,1, ,,
7627,707.46649,0.0603,621456.97,706.6766,707,0,-7,323,1121,21,,N1 O2 13C1 ,#, C,49,H,60,N,1,O,2,,,,,13C,1, ,,
7628,721.48201,0.0648,565532.56,720.6765,721,0,-7,323,1121,21,,N1 O2 13C1 ,#, C,50,H,62,N,1,O,2,,,,,13C,1, ,,
7629,735.49762,0.0648,482298.52,734.6765,735,0,-7,324,1121,21,,N1 O2 13C1 ,#, C,51,H,64,N,1,O,2,,,,,13C,1, ,,
7630,749.51342,0.0651,536666.89,748.6766,749,0,-7,323,1121,21,,N1 O2 13C1 ,#, C,52,H,66,N,1,O,2,,,,,13C,1, ,,
7631,763.52899,0.0613,567304.43,762.6765,763,0,-7,323,1121,21,,N1 O2 13C1 ,#, C,53,H,68,N,1,O,2,,,,,13C,1, ,,
7632,777.54451,0.0708,218501.38,776.6764,777,0,-7,324,1121,21,,N1 O2 13C1 ,#, C,54,H,70,N,1,O,2,,,,,13C,1, ,,
7633,805.57584,0.0679,465895.84,804.6764,805,0,-7,324,1121,21,,N1 O2 13C1 ,#, C,56,H,74,N,1,O,2,,,,,13C,1, ,,
7634,847.62283,0.0543,413037.52,846.6765,847,0,-7,324,1121,21,,N1 O2 13C1 ,#, C,59,H,80,N,1,O,2,,,,,13C,1, ,,
7635,861.63848,0.0494,485258.32,860.6765,861,0,-7,324,1121,21,,N1 O2 13C1 ,#, C,60,H,82,N,1,O,2,,,,,13C,1, ,,
7636,875.65408,0.0558,472578.43,874.6765,875,0,-7,324,1121,21,,N1 O2 13C1 ,#, C,61,H,84,N,1,O,2,,,,,13C,1, ,,
7637,889.66979,0.0457,434742.85,888.6765,889,0,-7,323,1121,21,,N1 O2 13C1 ,#, C,62,H,86,N,1,O,2,,,,,13C,1, ,,
7638,469.26928,0.0424,861390.07,468.7454,469,0,-7,255,1122,0,,,No Hit,,,,,,,,,,,,,,,,,
7639,483.28491,0.0708,840497.89,482.7453,483,0,-7,255,1122,0,,,No Hit,,,,,,,,,,,,,,,,,
7640,654.91599,0.0707,527124.07,654.1848,655,0,-4,-185,1123,36,,N2 O6 S3 ,,C,36,H,3,N,2,O,6,S,3,,,,,,,
7641,595.16365,0.0707,794546.75,594.4992,595,0,-8,-499,1124,0,,,No Hit,,,,,,,,,,,,,,,,,
7642,762.88577,0.0706,196057.01,762.034,763,0,-8,-34,1125,0,,,No Hit,,,,,,,,,,,,,,,,,
7643,879.31128,0.0706,206672.28,878.3296,879,0,-4,-330,1126,42,,O5 ,*, C,63,H,43,,,O,5,,,,,,,,,
7644,872.99405,0.0705,368248.11,872.0194,873,0,-10,-19,1127,66,,N2 O4 ,,C,65,H,1,N,2,O,4,,,,,,,,,
7645,411.18066,0.0703,943806.54,410.7216,411,0,-9,278,1128,0,,,No Hit,,,,,,,,,,,,,,,,,
7646,617.40157,0.0703,598127.19,616.7123,617,0,-13,288,1129,0,,,No Hit,,,,,,,,,,,,,,,,,
7647,751.29787,0.0702,382918.38,750.4591,751,0,-6,-459,1130,0,,,No Hit,,,,,,,,,,,,,,,,,
7648,879.40104,0.0702,134806.51,878.4192,879,0,-4,-419,1131,0,,,No Hit,,,,,,,,,,,,,,,,,
7649,753.56697,0.0702,381311.67,752.7256,753,0,-3,274,1132,0,,,No Hit,,,,,,,,,,,,,,,,,
7650,869.3773,0.0702,309149.17,868.4067,869,0,-14,-407,1133,0,,,No Hit,,,,,,,,,,,,,,,,,
7651,416.76452,0.0702,897945.18,416.2992,417,0,-4,-299,1134,0,,,No Hit,,,,,,,,,,,,,,,,,
7652,685.68707,0.0701,104465.71,684.9215,685,0,-1,78,1135,3,,O2 ,,C,47,H,89,,,O,2,,,,,,,,,
7653,879.38539,0.0701,128993.04,878.4036,879,0,-4,-404,1136,30,,N2 S3 ,,C,58,H,59,N,2,,,S,3,,,,,,,
7654,365.19055,0.07,370149.99,364.7828,365,0,-13,217,1137,6,,N2 O3 S1 ,,C,19,H,29,N,2,O,3,S,1,,,,,,,
7655,433.18084,0.07,914443.19,432.6972,433,0,-1,303,1138,18,,O3 ,*, C,30,H,25,,,O,3,,,,,,,,,
7656,615.54204,0.07,629383.86,614.8548,615,0,-1,145,1139,0,,,No Hit,,,,,,,,,,,,,,,,,
7657,885.84471,0.07,260461.9,884.8557,885,0,-11,144,1140,0,,,No Hit,,,,,,,,,,,,,,,,,
7658,671.34315,0.0448,545458.22,670.5936,671,0,-1,406,1141,30,,N2 ,,C,50,H,43,N,2,,,,,,,,,,,
7659,713.39006,0.0462,611700.61,712.5936,713,0,-1,406,1141,30,,N2 ,,C,53,H,49,N,2,,,,,,,,,,,
7660,741.42138,0.0481,614436.09,740.5936,741,0,-1,406,1141,30,,N2 ,,C,55,H,53,N,2,,,,,,,,,,,
7661,755.43711,0.0498,523909.17,754.5937,755,0,-1,406,1141,30,,N2 ,,C,56,H,55,N,2,,,,,,,,,,,
7662,769.45273,0.0521,462677.15,768.5937,769,0,-1,406,1141,30,,N2 ,,C,57,H,57,N,2,,,,,,,,,,,
7663,797.48408,0.0681,517775.04,796.5937,797,0,-1,406,1141,30,,N2 ,,C,59,H,61,N,2,,,,,,,,,,,
7664,825.51518,0.0512,448313.05,824.5935,825,0,-1,406,1141,30,,N2 ,,C,61,H,65,N,2,,,,,,,,,,,
7665,839.53085,0.0463,453541.24,838.5936,839,0,-1,406,1141,30,,N2 ,,C,62,H,67,N,2,,,,,,,,,,,
7666,853.54656,0.0532,485358.89,852.5936,853,0,-1,406,1141,30,,N2 ,,C,63,H,69,N,2,,,,,,,,,,,
7667,867.56227,0.0628,514011.44,866.5937,867,0,-1,406,1141,30,,N2 ,,C,64,H,71,N,2,,,,,,,,,,,
7668,881.5778,0.07,404549.33,880.5936,881,0,-1,406,1141,30,,N2 ,,C,65,H,73,N,2,,,,,,,,,,,
7669,909.60924,0.0665,430896.89,908.5937,909,0,-1,406,1141,30,,N2 ,,C,67,H,77,N,2,,,,,,,,,,,
7670,509.35921,0.07,465385.9,508.7905,509,0,-9,209,1142,5,,N2 O6 ,,C,28,H,49,N,2,O,6,,,,,,,,,
7671,857.59463,0.0699,371871.73,856.6372,857,0,-11,363,1143,13,,O3 S2 ,*, C,55,H,85,,,O,3,S,2,,,,,,,
7672,385.26665,0.0699,1077276.44,384.8365,385,0,-7,163,1144,0,,,No Hit,,,,,,,,,,,,,,,,,
7673,819.78696,0.0699,287834.07,818.8717,819,0,-7,128,1145,0,,,No Hit,,,,,,,,,,,,,,,,,
7674,659.67041,0.0699,305676.94,658.9339,659,0,-13,66,1146,0,,,No Hit,,,,,,,,,,,,,,,,,
7675,463.02633,0.0699,759165.8,462.5094,463,0,-13,491,1147,0,,,No Hit,,,,,,,,,,,,,,,,,
7676,563.46741,0.0699,400918.87,562.8383,563,0,-11,162,1148,0,,,No Hit,,,,,,,,,,,,,,,,,
7677,568.73764,0.0698,470235.75,568.1027,569,0,-6,-103,1149,0,,,No Hit,,,,,,,,,,,,,,,,,
7678,477.32218,0.0698,875451.47,476.7893,477,0,-13,211,1150,6,,O6 ,,C,28,H,45,,,O,6,,,,,,,,,
7679,381.09203,0.0698,1082621.61,380.6666,381,0,-11,333,1151,22,,O2 ,,C,28,H,13,,,O,2,,,,,,,,,
7680,409.12332,0.0552,1000651.76,408.6666,409,0,-11,333,1151,22,,O2 ,,C,30,H,17,,,O,2,,,,,,,,,
7681,437.15466,0.047,903881.72,436.6666,437,0,-11,333,1151,22,,O2 ,,C,32,H,21,,,O,2,,,,,,,,,
7682,451.17025,0.0477,884882.3,450.6665,451,0,-11,333,1151,22,,O2 ,,C,33,H,23,,,O,2,,,,,,,,,
7683,465.18596,0.0428,991294.71,464.6666,465,0,-11,333,1151,22,,O2 ,,C,34,H,25,,,O,2,,,,,,,,,
7684,479.20158,0.0499,882626.81,478.6666,479,0,-11,333,1151,22,,O2 ,,C,35,H,27,,,O,2,,,,,,,,,
7685,493.21725,0.0492,794357.67,492.6666,493,0,-11,333,1151,22,,O2 ,,C,36,H,29,,,O,2,,,,,,,,,
7686,507.23295,0.0478,700873.19,506.6666,507,0,-11,333,1151,22,,O2 ,,C,37,H,31,,,O,2,,,,,,,,,
7687,535.26425,0.0528,697429.64,534.6667,535,0,-11,333,1151,22,,O2 ,,C,39,H,35,,,O,2,,,,,,,,,
7688,549.27992,0.0472,634903.74,548.6667,549,0,-11,333,1151,22,,O2 ,,C,40,H,37,,,O,2,,,,,,,,,
7689,563.29556,0.0526,714481.27,562.6667,563,0,-11,333,1151,22,,O2 ,,C,41,H,39,,,O,2,,,,,,,,,
7690,577.31116,0.0394,565040.9,576.6666,577,0,-11,333,1151,22,,O2 ,,C,42,H,41,,,O,2,,,,,,,,,
7691,591.32693,0.053,539375.15,590.6667,591,0,-11,333,1151,22,,O2 ,,C,43,H,43,,,O,2,,,,,,,,,
7692,605.34249,0.0463,662248.46,604.6667,605,0,-11,333,1151,22,,O2 ,,C,44,H,45,,,O,2,,,,,,,,,
7693,619.35796,0.0592,501956.83,618.6665,619,0,-11,334,1151,22,,O2 ,,C,45,H,47,,,O,2,,,,,,,,,
7694,703.45193,0.0395,556701.46,702.6666,703,0,-11,333,1151,22,,O2 ,,C,51,H,59,,,O,2,,,,,,,,,
7695,745.49907,0.0463,587061.24,744.6668,745,0,-11,333,1151,22,,O2 ,,C,54,H,65,,,O,2,,,,,,,,,
7696,759.51462,0.0429,617522.79,758.6667,759,0,-11,333,1151,22,,O2 ,,C,55,H,67,,,O,2,,,,,,,,,
7697,773.53035,0.0424,535013.11,772.6667,773,0,-11,333,1151,22,,O2 ,,C,56,H,69,,,O,2,,,,,,,,,
7698,801.56171,0.04,424719.36,800.6668,801,0,-11,333,1151,22,,O2 ,,C,58,H,73,,,O,2,,,,,,,,,
7699,899.6714,0.0383,353038.44,898.667,899,0,-11,333,1151,22,,O2 ,,C,65,H,87,,,O,2,,,,,,,,,
7700,614.68923,0.0698,188974.85,614.003,615,0,-2,-3,1152,0,,,No Hit,,,,,,,,,,,,,,,,,
7701,345.26807,0.0698,875939.12,344.8826,345,0,-5,117,1153,0,,,No Hit,,,,,,,,,,,,,,,,,
7702,709.67497,0.0494,578834.11,708.8827,709,0,-5,117,1153,0,,,No Hit,,,,,,,,,,,,,,,,,
7703,595.16565,0.0698,432014.52,594.5012,595,0,-7,499,1154,15,,O5 S3 ,,C,32,H,35,,,O,5,S,3,,,,,,,
7704,679.25949,0.0565,573569.78,678.5011,679,0,-7,499,1154,15,,O5 S3 ,,C,38,H,47,,,O,5,S,3,,,,,,,
7705,543.33112,0.0697,399439.22,542.7245,543,0,-3,275,1155,0,,,No Hit,,,,,,,,,,,,,,,,,
7706,550.72795,0.0697,394890.05,550.1131,551,0,-10,-113,1156,0,,,No Hit,,,,,,,,,,,,,,,,,
7707,218.30838,0.0697,1287273.18,218.0646,219,0,-6,-65,1157,0,,,No Hit,,,,,,,,,,,,,,,,,
7708,623.24053,0.0696,579118.98,622.5447,623,0,-7,455,1158,19,,N2 O3 S2 ,,C,37,H,39,N,2,O,3,S,2,,,,,,,
7709,685.67375,0.0696,665867.28,684.9082,685,0,-1,92,1159,0,,,No Hit,,,,,,,,,,,,,,,,,
7710,819.71608,0.0695,129116.57,818.8009,819,0,-7,199,1160,0,,,No Hit,,,,,,,,,,,,,,,,,
7711,391.32284,0.0695,1036374.24,390.8859,391,0,-1,114,1161,0,,,No Hit,,,,,,,,,,,,,,,,,
7712,620.96159,0.0695,339243.14,620.2683,621,0,-10,-268,1162,41,,N2 O5 S1 ,*, C,40,H,1,N,2,O,5,S,1,,,,,,,
7713,627.36249,0.0695,297899.98,626.6621,627,0,-3,338,1163,15,,N2 O3 S1 ,,C,39,H,51,N,2,O,3,S,1,,,,,,,
7714,462.8448,0.0694,398758.54,462.3281,463,0,-14,-328,1164,0,,,No Hit,,,,,,,,,,,,,,,,,
7715,502.94237,0.0694,277353.17,502.3809,503,0,-2,-381,1165,0,,,No Hit,,,,,,,,,,,,,,,,,
7716,733.51032,0.0694,631876.05,732.6914,733,0,-9,309,1166,21,,N2 O1 ,,C,52,H,65,N,2,O,1,,,,,,,,,
7717,573.0691,0.0694,619880.97,572.4293,573,0,-2,-429,1167,0,,,No Hit,,,,,,,,,,,,,,,,,
